CAPEC,technique,CAPEC name,technique name,BoW link probability,spaCy link probability,BERT link probability,CWEs,Tactics,CAPEC original ID,Technique original ID
capec_00656,technique_00580,Manipulating User-Controlled Variables,Reflective Code Loading,0.24,0.17,0.26,"['Authentication Bypass by Assumed-Immutable Data', 'External Control of System or Configuration Setting', ""Improper Control of Generation of Code ('Code Injection')"", ""Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"", 'Improper Authorization', 'PHP External Variable Modification', ""Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')""]",['defense-evasion'],77,T1620
capec_00657,technique_00580,Using Escaped Slashes in Alternate Encoding,Reflective Code Loading,0.52,0.41,0.31,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization', 'Improper Handling of Alternate Encoding', 'Incorrect Comparison', 'Encoding Error', 'Incorrect Behavior Order: Validate Before Filter', 'Incorrect Behavior Order: Validate Before Canonicalize', 'External Control of File Name or Path', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]",['defense-evasion'],78,T1620
capec_00658,technique_00580,Using Slashes in Alternate Encoding,Reflective Code Loading,0.58,0.48,0.35,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization', 'Improper Handling of Alternate Encoding', 'Incorrect Regular Expression', 'Incorrect Comparison', 'Exposure of Sensitive Information to an Unauthorized Actor', 'Incorrect Behavior Order: Validate Before Filter', 'Incorrect Behavior Order: Validate Before Canonicalize', 'External Control of File Name or Path', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]",['defense-evasion'],79,T1620
capec_00659,technique_00580,Using UTF-8 Encoding to Bypass Validation Logic,Reflective Code Loading,0.55,0.4,0.3,"['Improper Input Validation', 'Incomplete Denylist to Cross-Site Scripting', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Handling of Alternate Encoding', 'Incorrect Comparison', 'Encoding Error', 'Incorrect Behavior Order: Validate Before Filter', 'Incorrect Behavior Order: Validate Before Canonicalize', 'External Control of File Name or Path']",['defense-evasion'],80,T1620
capec_00660,technique_00580,Web Logs Tampering,Reflective Code Loading,0.52,0.51,0.21,"['Improper Input Validation', 'Incorrect Execution-Assigned Permissions', 'Information Loss or Omission', 'Improper Neutralization of Escape, Meta, or Control Sequences', ""Improper Neutralization of CRLF Sequences ('CRLF Injection')"", 'Incorrect Default Permissions', 'Improper Output Neutralization for Logs', 'Improper Encoding or Escaping of Output', 'Failure to Sanitize Special Elements into a Different Plane (Special Element Injection)', ""Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')""]",['defense-evasion'],81,T1620
capec_00661,technique_00580,XPath Injection,Reflective Code Loading,0.01,0.09,0.16,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization', 'XML Injection (aka Blind XPath Injection)']",['defense-evasion'],83,T1620
capec_00662,technique_00580,XQuery Injection,Reflective Code Loading,0.01,0.2,0.19,"[""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization']",['defense-evasion'],84,T1620
capec_00663,technique_00580,AJAX Footprinting,Reflective Code Loading,0.07,0.12,0.16,"['Improper Input Validation', 'Incomplete Denylist to Cross-Site Scripting', 'Use of Less Trusted Source', ""Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting')"", 'Incomplete List of Disallowed Inputs', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"", 'Improper Encoding or Escaping of Output', 'Improper Neutralization of Invalid Characters in Identifiers in Web Pages', ""Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')""]",['defense-evasion'],85,T1620
capec_00664,technique_00580,XSS Through HTTP Headers,Reflective Code Loading,0.1,0.24,0.26,['Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)'],['defense-evasion'],86,T1620
capec_00665,technique_00580,Forceful Browsing,Reflective Code Loading,0.25,0.28,0.57,"['Improper Authorization', ""Direct Request ('Forced Browsing')"", 'Protection Mechanism Failure']",['defense-evasion'],87,T1620
capec_00666,technique_00580,OS Command Injection,Reflective Code Loading,0.01,0.2,0.16,"['Improper Input Validation', ""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')"", ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')"", 'Incorrect Comparison']",['defense-evasion'],88,T1620
capec_00667,technique_00580,Pharming,Reflective Code Loading,0.19,0.33,0.5,"['Reliance on Reverse DNS Resolution for a Security-Critical Action', 'Origin Validation Error']",['defense-evasion'],89,T1620
capec_00668,technique_00580,Reflection Attack in Authentication Protocol,Reflective Code Loading,0.17,0.34,0.49,"['Incorrect Implementation of Authentication Algorithm', 'Reflection Attack in an Authentication Protocol']",['defense-evasion'],90,T1620
capec_00669,technique_00580,Forced Integer Overflow,Reflective Code Loading,0.09,0.32,0.4,"[""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"", 'Wrap-around Error', 'Incorrect Comparison', 'Unsigned to Signed Conversion Error', 'Integer Overflow or Wraparound', 'Integer Overflow to Buffer Overflow', 'Heap-based Buffer Overflow']",['defense-evasion'],92,T1620
capec_00670,technique_00580,Log Injection-Tampering-Forging,Reflective Code Loading,0.59,0.65,0.38,"['Improper Neutralization of Escape, Meta, or Control Sequences', 'Improper Output Neutralization for Logs', 'Failure to Sanitize Special Elements into a Different Plane (Special Element Injection)']",['defense-evasion'],93,T1620
capec_00671,technique_00580,Adversary in the Middle (AiTM),Reflective Code Loading,0.37,0.43,0.59,"['Improper Authentication', 'Channel Accessible by Non-Endpoint', 'Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created', 'Authentication Bypass by Spoofing', 'Authentication Bypass by Capture-replay']",['defense-evasion'],94,T1620
capec_00672,technique_00580,WSDL Scanning,Reflective Code Loading,0.12,0.28,0.4,['Insertion of Sensitive Information into Externally-Accessible File or Directory'],['defense-evasion'],95,T1620
capec_00673,technique_00580,Block Access to Libraries,Reflective Code Loading,0.27,0.51,0.34,['Call to Non-ubiquitous API'],['defense-evasion'],96,T1620
capec_00674,technique_00580,Cryptanalysis,Reflective Code Loading,0.13,0.33,0.35,"['Use of Predictable Algorithm in Random Number Generator', 'Use of a Cryptographic Primitive with a Risky Implementation', 'Generation of Weak Initialization Vector (IV)', 'Cryptographic Operations are run Before Supporting Units are Ready', 'Use of a Broken or Risky Cryptographic Algorithm']",['defense-evasion'],97,T1620
capec_00675,technique_00580,Phishing,Reflective Code Loading,0.41,0.59,0.49,[],['defense-evasion'],98,T1620
capec_00676,technique_00580,Overflow Buffers,Reflective Code Loading,0.07,0.33,0.29,"['Buffer Access with Incorrect Length Value', ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"", 'Incorrect Calculation of Buffer Size', 'Improper Validation of Array Index', 'Improper Restriction of Operations within the Bounds of a Memory Buffer', 'Integer Overflow to Buffer Overflow']",['defense-evasion'],100,T1620
capec_00677,technique_00580,Server Side Include (SSI) Injection,Reflective Code Loading,0.03,0.31,0.16,"['Improper Neutralization of Server-Side Includes (SSI) Within a Web Page', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Input Validation']",['defense-evasion'],101,T1620
capec_00678,technique_00580,Session Sidejacking,Reflective Code Loading,0.51,0.49,0.59,"['Insufficiently Protected Credentials', 'Cleartext Transmission of Sensitive Information', 'Unprotected Transport of Credentials', ""Sensitive Cookie in HTTPS Session Without 'Secure' Attribute"", 'Authentication Bypass by Capture-replay']",['defense-evasion'],102,T1620
capec_00679,technique_00580,Clickjacking,Reflective Code Loading,0.02,0.31,0.27,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],103,T1620
capec_00680,technique_00580,Cross Zone Scripting,Reflective Code Loading,0.23,0.34,0.37,"['Not Using Complete Mediation', 'Improper Input Validation', 'Execution with Unnecessary Privileges', 'Improper Authorization', 'Improper Encoding or Escaping of Output']",['defense-evasion'],104,T1620
capec_00681,technique_00580,HTTP Request Splitting,Reflective Code Loading,0.13,0.29,0.26,"[""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization of Special Elements', 'Interpretation Conflict']",['defense-evasion'],105,T1620
capec_00682,technique_00580,Cross Site Tracing,Reflective Code Loading,0.05,0.38,0.28,"['Protection Mechanism Failure', 'Incorrect Use of Privileged APIs']",['defense-evasion'],107,T1620
capec_00683,technique_00580,Command Line Execution through SQL Injection,Reflective Code Loading,0.08,0.18,0.16,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Process Control', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"", ""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')""]",['defense-evasion'],108,T1620
capec_00684,technique_00580,Object Relational Mapping Injection,Reflective Code Loading,0.01,0.06,0.12,"['Improper Input Validation', 'SQL Injection: Hibernate', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')""]",['defense-evasion'],109,T1620
capec_00685,technique_00580,SQL Injection through SOAP Parameter Tampering,Reflective Code Loading,0.03,0.2,0.12,"['Improper Input Validation', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')""]",['defense-evasion'],110,T1620
capec_00686,technique_00580,JSON Hijacking (aka JavaScript Hijacking),Reflective Code Loading,0.25,0.31,0.36,"['Cross-Site Request Forgery (CSRF)', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error']",['defense-evasion'],111,T1620
capec_00687,technique_00580,Brute Force,Reflective Code Loading,0.29,0.4,0.46,"['Use of Insufficiently Random Values', 'Weak Password Requirements', 'Inadequate Encryption Strength']",['defense-evasion'],112,T1620
capec_00688,technique_00580,Interface Manipulation,Reflective Code Loading,0.21,0.31,0.28,"['System-on-Chip (SoC) Using Components without Unique, Immutable Identifiers']",['defense-evasion'],113,T1620
capec_00689,technique_00580,Authentication Abuse,Reflective Code Loading,0.27,0.53,0.63,"['Improper Authentication', 'Internal Asset Exposed to Unsafe Debug Access Level or State']",['defense-evasion'],114,T1620
capec_00690,technique_00580,Authentication Bypass,Reflective Code Loading,0.16,0.52,0.61,['Improper Authentication'],['defense-evasion'],115,T1620
capec_00691,technique_00580,Excavation,Reflective Code Loading,0.5,0.38,0.55,"['Exposure of Sensitive Information to an Unauthorized Actor', 'Sensitive Non-Volatile Information Not Protected During Debug']",['defense-evasion'],116,T1620
capec_00692,technique_00580,Interception,Reflective Code Loading,0.35,0.56,0.52,['Cleartext Transmission of Sensitive Information'],['defense-evasion'],117,T1620
capec_00693,technique_00580,Double Encoding,Reflective Code Loading,0.12,0.42,0.26,"['Improper Input Validation', 'Incomplete Denylist to Cross-Site Scripting', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Handling of Alternate Encoding', 'Incorrect Comparison', 'Incomplete List of Disallowed Inputs', 'Permissive List of Allowed Inputs', 'Encoding Error', 'Incorrect Behavior Order: Validate Before Filter', 'Improper Handling of URL Encoding (Hex Encoding)']",['defense-evasion'],120,T1620
capec_00694,technique_00580,Exploit Non-Production Interfaces,Reflective Code Loading,0.1,0.4,0.48,"['Policy Uses Obsolete Encoding', 'Failure to Disable Reserved Bits', 'Incorrect Chaining or Granularity of Debug Components', 'Improper Restriction of Security Token Assignment', 'Insecure Security Identifier Mechanism', 'Hardware Allows Activation of Test or Debug Logic at Runtime', 'Generation of Incorrect Security Tokens', 'Active Debug Code', 'Missing Security Identifier', 'Debug Messages Revealing Unnecessary Information']",['defense-evasion'],121,T1620
capec_00695,technique_00580,Privilege Abuse,Reflective Code Loading,0.3,0.4,0.46,"['Improper Privilege Management', 'Incorrect Permission Assignment for Critical Resource', 'Missing Security Checks in Fabric Bridge']",['defense-evasion'],122,T1620
capec_00696,technique_00580,Buffer Manipulation,Reflective Code Loading,0.02,0.21,0.36,['Improper Restriction of Operations within the Bounds of a Memory Buffer'],['defense-evasion'],123,T1620
capec_00697,technique_00580,Shared Resource Manipulation,Reflective Code Loading,0.19,0.37,0.22,"['Improper Isolation of Shared Resources in Network On Chip (NoC)', 'Improper Isolation of Shared Resources on System-on-a-Chip (SoC)']",['defense-evasion'],124,T1620
capec_00698,technique_00580,Flooding,Reflective Code Loading,0.17,0.36,0.51,"['Allocation of Resources Without Limits or Throttling', 'Improper Resource Shutdown or Release']",['defense-evasion'],125,T1620
capec_00699,technique_00580,Path Traversal,Reflective Code Loading,0.06,0.19,0.32,"[""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]",['defense-evasion'],126,T1620
capec_00700,technique_00580,Directory Indexing,Reflective Code Loading,0.58,0.59,0.52,"['Incorrect Permission Assignment for Critical Resource', 'Improper Protection of Alternate Path', 'Incorrect Default Permissions', ""Direct Request ('Forced Browsing')"", 'Improper Authorization', 'Authentication Bypass Using an Alternate Path or Channel', 'Protection Mechanism Failure']",['defense-evasion'],127,T1620
capec_00701,technique_00580,Integer Attacks,Reflective Code Loading,0.07,0.26,0.39,['Incorrect Calculation'],['defense-evasion'],128,T1620
capec_00702,technique_00580,Pointer Manipulation,Reflective Code Loading,0.05,0.21,0.44,"['Untrusted Pointer Dereference', 'Incorrect Calculation', 'Use of Out-of-range Pointer Offset']",['defense-evasion'],129,T1620
capec_00703,technique_00580,Excessive Allocation,Reflective Code Loading,0.11,0.3,0.34,"['Allocation of Resources Without Limits or Throttling', 'Improperly Controlled Sequential Memory Allocation', 'Improper Resource Shutdown or Release']",['defense-evasion'],130,T1620
capec_00704,technique_00580,Resource Leak Exposure,Reflective Code Loading,0.32,0.58,0.63,['Improper Resource Shutdown or Release'],['defense-evasion'],131,T1620
capec_00705,technique_00580,Symlink Attack,Reflective Code Loading,0.48,0.57,0.34,"[""Improper Link Resolution Before File Access ('Link Following')""]",['defense-evasion'],132,T1620
capec_00706,technique_00580,Try All Common Switches,Reflective Code Loading,0.14,0.53,0.43,['Hidden Functionality'],['defense-evasion'],133,T1620
capec_00707,technique_00580,Email Injection,Reflective Code Loading,0.16,0.43,0.42,"['Improper Neutralization of Escape, Meta, or Control Sequences']",['defense-evasion'],134,T1620
capec_00708,technique_00580,Format String Injection,Reflective Code Loading,0.05,0.28,0.25,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Use of Externally-Controlled Format String']",['defense-evasion'],135,T1620
capec_00709,technique_00580,LDAP Injection,Reflective Code Loading,0.02,0.16,0.17,"['Improper Input Validation', ""Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')"", ""Improper Neutralization of Special Elements used in a Command ('Command Injection')""]",['defense-evasion'],136,T1620
capec_00710,technique_00580,Parameter Injection,Reflective Code Loading,0.02,0.16,0.35,"[""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')""]",['defense-evasion'],137,T1620
capec_00711,technique_00580,Reflection Injection,Reflective Code Loading,0.09,0.27,0.33,[],['defense-evasion'],138,T1620
capec_00712,technique_00580,Relative Path Traversal,Reflective Code Loading,0.14,0.42,0.32,['Relative Path Traversal'],['defense-evasion'],139,T1620
capec_00713,technique_00580,Bypassing of Intermediate Forms in Multiple-Form Sets,Reflective Code Loading,0.23,0.43,0.51,['Incomplete Internal State Distinction'],['defense-evasion'],140,T1620
capec_00714,technique_00580,Cache Poisoning,Reflective Code Loading,0.12,0.39,0.45,"['Use of Less Trusted Source', 'Insufficient Verification of Data Authenticity', 'Acceptance of Extraneous Untrusted Data With Trusted Data', ""Unintended Proxy or Intermediary ('Confused Deputy')"", 'Origin Validation Error']",['defense-evasion'],141,T1620
capec_00715,technique_00580,DNS Cache Poisoning,Reflective Code Loading,0.2,0.36,0.37,"['Use of Less Trusted Source', 'Insufficient Verification of Data Authenticity', 'Acceptance of Extraneous Untrusted Data With Trusted Data', ""Unintended Proxy or Intermediary ('Confused Deputy')"", 'Origin Validation Error', 'Reliance on Reverse DNS Resolution for a Security-Critical Action']",['defense-evasion'],142,T1620
capec_00716,technique_00580,Detect Unpublicized Web Pages,Reflective Code Loading,0.12,0.51,0.65,[],['defense-evasion'],143,T1620
capec_00717,technique_00580,Detect Unpublicized Web Services,Reflective Code Loading,0.2,0.54,0.71,[],['defense-evasion'],144,T1620
capec_00718,technique_00580,Checksum Spoofing,Reflective Code Loading,0.09,0.33,0.52,['Improper Validation of Integrity Check Value'],['defense-evasion'],145,T1620
capec_00719,technique_00580,XML Schema Poisoning,Reflective Code Loading,0.41,0.38,0.56,"['External Control of System or Configuration Setting', 'External Control of Assumed-Immutable Web Parameter']",['defense-evasion'],146,T1620
capec_00720,technique_00580,XML Ping of the Death,Reflective Code Loading,0.31,0.45,0.44,"['Allocation of Resources Without Limits or Throttling', 'Uncontrolled Resource Consumption']",['defense-evasion'],147,T1620
capec_00721,technique_00580,Content Spoofing,Reflective Code Loading,0.05,0.48,0.46,['Insufficient Verification of Data Authenticity'],['defense-evasion'],148,T1620
capec_00722,technique_00580,Explore for Predictable Temporary File Names,Reflective Code Loading,0.15,0.57,0.58,[],['defense-evasion'],149,T1620
capec_00723,technique_00580,Collect Data from Common Resource Locations,Reflective Code Loading,0.65,0.63,0.38,"['Remanent Data Readable after Memory Erase', 'Exposure of Sensitive System Information Due to Uncleared Debug Information', 'Improper Scrubbing of Sensitive Data from Decommissioned Device', 'Sensitive Information Uncleared Before Debug/Power State Transition', 'Sensitive Information Accessible by Physical Probing of JTAG Interface', 'Improper Management of Sensitive Trace Data', 'Improper Zeroization of Hardware Register', 'Files or Directories Accessible to External Parties']",['defense-evasion'],150,T1620
capec_00724,technique_00580,Identity Spoofing,Reflective Code Loading,0.16,0.49,0.52,['Improper Authentication'],['defense-evasion'],151,T1620
capec_00725,technique_00580,Input Data Manipulation,Reflective Code Loading,0.09,0.31,0.3,['Improper Input Validation'],['defense-evasion'],153,T1620
capec_00726,technique_00580,Resource Location Spoofing,Reflective Code Loading,0.13,0.34,0.41,[],['defense-evasion'],154,T1620
capec_00727,technique_00580,Screen Temporary Files for Sensitive Information,Reflective Code Loading,0.35,0.5,0.7,['Insecure Temporary File'],['defense-evasion'],155,T1620
capec_00728,technique_00580,Sniffing Attacks,Reflective Code Loading,0.15,0.44,0.55,['Missing Encryption of Sensitive Data'],['defense-evasion'],157,T1620
capec_00729,technique_00580,Sniffing Network Traffic,Reflective Code Loading,0.36,0.58,0.69,['Missing Encryption of Sensitive Data'],['defense-evasion'],158,T1620
capec_00730,technique_00580,Redirect Access to Libraries,Reflective Code Loading,0.2,0.6,0.69,['Use of Incorrectly-Resolved Name or Reference'],['defense-evasion'],159,T1620
capec_00731,technique_00580,Exploit Script-Based APIs,Reflective Code Loading,0.1,0.4,0.31,['Origin Validation Error'],['defense-evasion'],160,T1620
capec_00732,technique_00580,Infrastructure Manipulation,Reflective Code Loading,0.12,0.38,0.41,[],['defense-evasion'],161,T1620
capec_00733,technique_00580,Manipulating Hidden Fields,Reflective Code Loading,0.06,0.3,0.45,['Client-Side Enforcement of Server-Side Security'],['defense-evasion'],162,T1620
capec_00734,technique_00580,Spear Phishing,Reflective Code Loading,0.56,0.69,0.5,[],['defense-evasion'],163,T1620
capec_00735,technique_00580,Mobile Phishing,Reflective Code Loading,0.41,0.47,0.43,[],['defense-evasion'],164,T1620
capec_00736,technique_00580,File Manipulation,Reflective Code Loading,0.15,0.39,0.47,[],['defense-evasion'],165,T1620
capec_00737,technique_00580,Force the System to Reset Values,Reflective Code Loading,0.27,0.61,0.48,"['Missing Authentication for Critical Function', 'Improper Lock Behavior After Power State Transition', 'Incorrect Register Defaults or Module Parameters']",['defense-evasion'],166,T1620
capec_00738,technique_00580,White Box Reverse Engineering,Reflective Code Loading,0.11,0.42,0.43,"['Improper Management of Sensitive Trace Data', 'Sensitive Information Accessible by Physical Probing of JTAG Interface']",['defense-evasion'],167,T1620
capec_00739,technique_00580,Windows ::DATA Alternate Data Stream,Reflective Code Loading,0.13,0.44,0.3,"['Improper Handling of Windows ::DATA Alternate Data Stream', 'Improper Removal of Sensitive Information Before Storage or Transfer']",['defense-evasion'],168,T1620
capec_00740,technique_00580,Footprinting,Reflective Code Loading,0.53,0.51,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],169,T1620
capec_00741,technique_00580,Web Application Fingerprinting,Reflective Code Loading,0.4,0.54,0.37,['Exposure of Sensitive System Information to an Unauthorized Control Sphere'],['defense-evasion'],170,T1620
capec_00742,technique_00580,Action Spoofing,Reflective Code Loading,0.12,0.44,0.41,[],['defense-evasion'],173,T1620
capec_00743,technique_00580,Flash Parameter Injection,Reflective Code Loading,0.02,0.16,0.28,"[""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')""]",['defense-evasion'],174,T1620
capec_00744,technique_00580,Code Inclusion,Reflective Code Loading,0.15,0.35,0.39,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],175,T1620
capec_00745,technique_00580,Configuration/Environment Manipulation,Reflective Code Loading,0.46,0.42,0.46,"['External Control of System or Configuration Setting', 'Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation', 'Security Version Number Mutable to Older Versions', 'Security-Sensitive Hardware Controls with Missing Lock Bit Protection', 'Hardware Internal or Debug Modes Allow Override of Locks']",['defense-evasion'],176,T1620
capec_00746,technique_00580,Create files with the same name as files protected with a higher classification,Reflective Code Loading,0.88,0.82,0.79,['Use of Incorrectly-Resolved Name or Reference'],['defense-evasion'],177,T1620
capec_00747,technique_00580,Cross-Site Flashing,Reflective Code Loading,0.12,0.46,0.39,[],['defense-evasion'],178,T1620
capec_00748,technique_00580,Calling Micro-Services Directly,Reflective Code Loading,0.2,0.52,0.44,[],['defense-evasion'],179,T1620
capec_00749,technique_00580,Exploiting Incorrectly Configured Access Control Security Levels,Reflective Code Loading,0.41,0.47,0.46,"['Incorrect Permission Assignment for Critical Resource', 'Policy Privileges are not Assigned Consistently Between Control and Data Agents', 'Improper Translation of Security Attributes by Fabric Bridge', 'Improper Protection for Out of Bounds Signal Level Alerts', 'Unprotected Confidential Information on Device is Accessible by OSAT Vendors', 'Access Control Check Implemented After Asset is Accessed', ""Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"", 'Power-On of Untrusted Execution Core Before Enabling Fabric Access Control', 'Missing Support for Security Features in On-chip Fabrics or Buses', 'DMA Device Enabled Too Early in Boot Phase', 'Insufficient Granularity of Access Control', 'Improper Setting of Bus Controlling Capability in Fabric End-point']",['defense-evasion'],180,T1620
capec_00750,technique_00580,Flash File Overlay,Reflective Code Loading,0.06,0.35,0.26,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],181,T1620
capec_00751,technique_00580,Flash Injection,Reflective Code Loading,0.05,0.29,0.31,"['Improper Input Validation', 'Incomplete List of Disallowed Inputs', 'Incorrect Comparison']",['defense-evasion'],182,T1620
capec_00752,technique_00580,IMAP/SMTP Command Injection,Reflective Code Loading,0.01,0.19,0.2,"[""Improper Neutralization of Special Elements used in a Command ('Command Injection')""]",['defense-evasion'],183,T1620
capec_00753,technique_00580,Software Integrity Attack,Reflective Code Loading,0.23,0.55,0.55,['Download of Code Without Integrity Check'],['defense-evasion'],184,T1620
capec_00754,technique_00580,Malicious Software Download,Reflective Code Loading,0.2,0.55,0.56,['Download of Code Without Integrity Check'],['defense-evasion'],185,T1620
capec_00755,technique_00580,Malicious Software Update,Reflective Code Loading,0.21,0.49,0.53,['Download of Code Without Integrity Check'],['defense-evasion'],186,T1620
capec_00756,technique_00580,Malicious Automated Software Update via Redirection,Reflective Code Loading,0.3,0.6,0.52,['Download of Code Without Integrity Check'],['defense-evasion'],187,T1620
capec_00757,technique_00580,Reverse Engineering,Reflective Code Loading,0.12,0.48,0.37,[],['defense-evasion'],188,T1620
capec_00758,technique_00580,Black Box Reverse Engineering,Reflective Code Loading,0.03,0.46,0.28,"['Improper Protection of Physical Side Channels', 'Observable Discrepancy', 'Comparison Logic is Vulnerable to Power Side-Channel Attacks']",['defense-evasion'],189,T1620
capec_00759,technique_00580,Reverse Engineer an Executable to Expose Assumed Hidden Functionality,Reflective Code Loading,0.14,0.51,0.47,['Hidden Functionality'],['defense-evasion'],190,T1620
capec_00760,technique_00580,Read Sensitive Constants Within an Executable,Reflective Code Loading,0.18,0.3,0.58,['Use of Hard-coded Credentials'],['defense-evasion'],191,T1620
capec_00761,technique_00580,Protocol Analysis,Reflective Code Loading,0.15,0.43,0.58,['Inadequate Encryption Strength'],['defense-evasion'],192,T1620
capec_00762,technique_00580,PHP Remote File Inclusion,Reflective Code Loading,0.19,0.41,0.27,"[""Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')"", 'Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)']",['defense-evasion'],193,T1620
capec_00763,technique_00580,Fake the Source of Data,Reflective Code Loading,0.23,0.58,0.62,['Improper Authentication'],['defense-evasion'],194,T1620
capec_00764,technique_00580,Principal Spoof,Reflective Code Loading,0.12,0.55,0.31,[],['defense-evasion'],195,T1620
capec_00765,technique_00580,Session Credential Falsification through Forging,Reflective Code Loading,0.26,0.43,0.48,"['Session Fixation', 'Improper Control of a Resource Through its Lifetime']",['defense-evasion'],196,T1620
capec_00766,technique_00580,Exponential Data Expansion,Reflective Code Loading,0.12,0.32,0.34,"['Allocation of Resources Without Limits or Throttling', ""Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion')""]",['defense-evasion'],197,T1620
capec_00767,technique_00580,XSS Targeting Error Pages,Reflective Code Loading,0.09,0.29,0.44,['Improper Neutralization of Script in an Error Message Web Page'],['defense-evasion'],198,T1620
capec_00768,technique_00580,XSS Using Alternate Syntax,Reflective Code Loading,0.05,0.31,0.34,['Improper Neutralization of Alternate XSS Syntax'],['defense-evasion'],199,T1620
capec_00769,technique_00580,"Removal of filters: Input filters, output filters, data masking",Reflective Code Loading,0.18,0.41,0.43,[],['defense-evasion'],200,T1620
capec_00770,technique_00580,Serialized Data External Linking,Reflective Code Loading,0.11,0.37,0.41,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],201,T1620
capec_00771,technique_00580,Create Malicious Client,Reflective Code Loading,0.17,0.46,0.67,['Client-Side Enforcement of Server-Side Security'],['defense-evasion'],202,T1620
capec_00772,technique_00580,Manipulate Registry Information,Reflective Code Loading,0.55,0.73,0.7,['External Control of System or Configuration Setting'],['defense-evasion'],203,T1620
capec_00773,technique_00580,Lifting Sensitive Data Embedded in Cache,Reflective Code Loading,0.32,0.46,0.48,"['Improper Zeroization of Hardware Register', 'Use of Cache Containing Sensitive Information', 'Exposure of Sensitive System Information Due to Uncleared Debug Information', 'Missing Encryption of Sensitive Data']",['defense-evasion'],204,T1620
capec_00774,technique_00580,Signing Malicious Code,Reflective Code Loading,0.22,0.43,0.66,['Incorrect Permission Assignment for Critical Resource'],['defense-evasion'],206,T1620
capec_00775,technique_00580,Removing Important Client Functionality,Reflective Code Loading,0.05,0.39,0.44,['Client-Side Enforcement of Server-Side Security'],['defense-evasion'],207,T1620
capec_00776,technique_00580,Removing/short-circuiting 'Purse' logic: removing/mutating 'cash' decrements,Reflective Code Loading,0.06,0.37,0.44,['Client-Side Enforcement of Server-Side Security'],['defense-evasion'],208,T1620
capec_00777,technique_00580,XSS Using MIME Type Mismatch,Reflective Code Loading,0.13,0.33,0.33,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"", 'Reliance on File Name or Extension of Externally-Supplied File', 'Improper Input Validation']",['defense-evasion'],209,T1620
